"","Date","Time","Location","Operator","Flight #","Route","Type","Registration","Aboard","Fatalities","Ground","Summary","Manufacturer","SurvivorToFatalitiesRatio","DeathRatePercentage"
"489","08/29/1938","Unknown time","Australia","North Queensland Airways","Unknown Flight #","Unknown Route","De Havilland DH-84","VH-UXK",9.00,5.00,0.00,"Crashed into a cane field while attempting to land when the pilot swerved to avoid a tractor.","De",0.56,56
"490","10/01/1938","Unknown time","Gambia","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Dornier DO.18","Unknown Registration",4.00,4.00,0.00,"No information on how the accident occured","Dornier",1.00,100
"491","10/01/1938","Unknown time","Switzerland","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers JU-52/3m","D-AVFB",13.00,13.00,0.00,"Missing. One postal bag found in a glacier.","Junkers",1.00,100
"492","10/10/1938","Unknown time","Germany","Sabena","Unknown Flight #","Brussells - Berlin","Savbia-Marchetti  S-73P","OO-AGT",20.00,20.00,0.00,"The aircraft broke-up in midair and crashed to the ground.Airport.","Savbia",1.00,100
"493","10/25/1938","Unknown time","Australia","Australian National Airways","Unknown Flight #","Adelaide - Melbourne","Douglas DC-2-112","VH-UYC",18.00,18.00,0.00,"Crashed into Mt. Daodenong while en route","Douglas",1.00,100
"494","11/02/1938","Unknown time","England","British Airways","Unknown Flight #","Unknown Route","Lockheed 14 Electra","CF-TCL",2.00,2.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"495","11/04/1938","10:50","Jersey","Jersey Airways","Unknown Flight #","Channel Islands - Southhampton","de Havilland DH-86","G-ACZN",14.00,14.00,1.00,"Caught fire and crashed into a field two minutes after taking off. A farm worker was crushed to death when the wreckage landed on him.","de",1.00,100
"496","11/14/1938","18:41","Amsterdam","KLM Royal Dutch Airlines","Unknown Flight #","Berlin-Amsterdam","Douglas DC-3","PH-ARY",19.00,6.00,0.00,"The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg.","Douglas",0.32,32
"497","11/18/1938","00:51","Canada","Trans Canada Air Lines","Unknown Flight #","Winnipeg - Regina - Vancouver","Lockheed 14 Electra","CF-TCL",2.00,2.00,0.00,"The mail plane crashed several minutes after taking off from Regina","Lockheed",1.00,100
"498","11/26/1938","Unknown time","Gambia","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers JU90V2","D-AIVI",15.00,11.00,0.00,"During takeoff the aircraft hit a palm tree and burst into flames due to engine failure.","Junkers",0.73,73
"499","11/27/1938","Unknown time","Iraq","Imperial Airways","Unknown Flight #","Unknown Route","Short Empire Flying Boat","G-AETW",6.00,4.00,0.00,"The flying boat crashed on Lake Ramadi.","Short",0.67,67
"500","11/29/1938","05:30","California","United Air Lines","6","Medford - Oakland","Douglas DC 3-A-SB-3-G-14","NC16066",7.00,7.00,0.00,"The aircraft ran out of fuel and ditched into the ocean. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers, charged with the responsibilities of directing the operation of the trip, to properly safeguard the flight, resulting in forced landing of the aircraft at sea due to exhausted fuel supply.","Douglas",1.00,100
"501","12/08/1938","Unknown time","Japan","Japan Aviation Corporation","Unknown Flight #","Unknown Route","Nakajima DC-2","Unknown Registration",12.00,10.00,0.00,"Crashed into the sea near Okinawa due to engine failure.","Nakajima",0.83,83
"502","12/09/1938","Unknown time","Netherlands","KLM Royal Dutch Airlines","Unknown Flight #","Instructional Flight","Lockheed 14-WF62 Super Electra","PH-APE",4.00,4.00,0.00,"Struck a dyke near Schiphol Airport and caught fire while taking off.","Lockheed",1.00,100
"503","12/12/1938","Unknown time","Australia","Qantas","Unknown Flight #","Unknown Route","Short S23 <U+0091>C<U+0092> Class flying boat","G-AEUH",13.00,13.00,0.00,"Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qanta","Short",1.00,100
"504","01/07/1939","Unknown time","France","Swissair","Unknown Flight #","Zurich - Geneva - Paris","Douglas DC-2-115B","HB-ITA",9.00,5.00,0.00,"The aircraft crashed while attempting to land.","Douglas",0.56,56
"505","01/13/1939","21:15","Montana","Northwest Orient Airlines","1","Chicago - Seattle","Lockheed 14-H Super Electra","NC17389",4.00,4.00,0.00,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It  was not possible to determine the exact origin and source of the fire.","Lockheed",1.00,100
"506","01/13/1939","Unknown time","Brazil","Syndicato Condor","Unknown Flight #","Unknown Route","Junkers JU-52/3m","PP-CAY",9.00,9.00,0.00,"The seaplane crashed in flames in mountains northeast of Rio de Janeiro.","Junkers",1.00,100
"507","01/18/1939","Unknown time","Australia","Guinea Airways","Unknown Flight #","Katherine - Adelaide","Lockheed 14 Electra","VH-ABI",4.00,4.00,0.00,"Crashed into the Katherine River during a storm.","Lockheed",1.00,100
"508","01/21/1939","12:30","AtlantiOcean between N.Y. and Bermuda","Imperial Airways","Unknown Flight #","New York City - Bermuda","Short S-23 (flying boat)","G-ADUU",13.00,3.00,0.00,"While en route, the aircraft ditched, broke in two  and sank in the AtlantiOcean, 285 miles SE of Long Island New York. Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing. The aircraft was named Cavalier.","Short",0.23,23
"509","02/24/1939","Unknown time","Mediterranean Sea","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers JU-52/3m","D-ALUS",10.00,10.00,0.00,"Crashed into the Mediterranean Sea.","Junkers",1.00,100
"510","03/14/1939","Unknown time","Belgium","Sabena","Unknown Flight #","Unknown Route","Junkers JU-52","OO-AUA",3.00,3.00,0.00,"No information on how the accident occured","Junkers",1.00,100
"511","03/16/1939","Unknown time","Colombia","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers JU-86","Unknown Registration",8.00,8.00,0.00,"No information on how the accident occured","Junkers",1.00,100
"512","03/18/1939","Unknown time","Washington","Boeing Aircraft Company","-","Test flight","Boeing 307 Stratoliner","NX19901",10.00,10.00,0.00,"The aircraft crashed after the tail broke off. Dutch engineer A.G. von Baumhauer among those killed.  He was a famous helicopter pioneer who first came up with the tail rotor/main rotor configuration which is in use today. Strructural failure of the wings and horizontal tail surfaces due t o the imposition of loads thereon in excess of those for which they were designed, the failure occurring in an abrupt pull-out from a dive following recovery from an inadvertent spin.","Boeing",1.00,100
"513","08/09/1940","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Douglas DC-2-115H","D-AIAV",13.00,2.00,0.00,"Pilot error.","Douglas",0.15,15
"514","06/03/1941","17:00","AtlantiOcean","Great Western and Southern Air Lines","Unknown Flight #","Unknown Route","de Havilland DH-84 Dragon","G-ACPY",6.00,6.00,0.00,"Shot down by a He-111 German military aircraft.","de",1.00,100
"515","03/26/1939","14:48","Oklahoma","Braniff Airlines","1","Chicago - Dallas","Douglas DC-2-112","NC13727",12.00,8.00,0.00,"An explosion in an engine, just after takeoff blew the two halves of the cowl open creating excessive drag and causing the left wing to drop. The captain tried to circle back, but the wing impacted an embankment along a section line road and crashed about 100 yards inside the boundary. Either the hot metal of the engines or some other source ignited the fuel spilling out of the ruptured tank and the cabin was quickly engulfed in flames. The initial cause of the explosion was a cylinder blow out which was a problem with that particular engine and had caused problems in two other aircraft, a TWA and United DC-2, both of which landed safely.","Douglas",0.67,67
"516","04/03/1939","Unknown time","Morocco","Air France","Unknown Flight #","Unknown Route","Caudron C.635 Simoun","F-AOOT",9.00,9.00,0.00,"Crashed into a mountain.","Caudron",1.00,100
"517","05/01/1939","Unknown time","Mocambique","Imperial Airways","Unknown Flight #","Unknown Route","Short Empire Flying Boat","G-ADVD",6.00,2.00,0.00,"No information on how the accident occured","Short",0.33,33
"518","05/02/1939","Unknown time","Morocco","Air France","Unknown Flight #","Casablanca, Morocco - Dakar, Senegal","Dewoitine D-338","F-ARIC",9.00,9.00,0.00,"Crashed due to icing.","Dewoitine",1.00,100
"519","05/08/1939","12:00","Ecuador","Military - Ecuadorian Air Force","Unknown Flight #","Unknown Route","Curtiss-Wright C-14 Osprey","Unknown Registration",1.00,1.00,22.00,"While performing aerobatics, the aircraft lost control and crashed into numerous building near a college.","Curtiss",1.00,100
"520","06/10/1939","Unknown time","The Netherlands","KLM Royal Dutch Airlines","Unknown Flight #","Unknown Route","Koolhoven FK.43","PH-AJK",3.00,3.00,0.00,"No information on how the accident occured","Koolhoven",1.00,100
"521","07/20/1939","Unknown time","Switzerland","Swissair","Unknown Flight #","Vienna, Austria - Zurich, Switzerland","Junkers JU86 Z-2","HB-IXA",6.00,6.00,0.00,"The aircraft crashed after an engine fire.","Junkers",1.00,100
"522","08/04/1939","Unknown time","Spain","Deutsche Lufthansa","Unknown Flight #","Toulouse, France - Casablanca, Morocco","Junkers JU-52/3m","D-AUJG",7.00,7.00,0.00,"Crashed in the Llaveria mountains in heavy fog and caught fire. The plane hit the highest peak of the mountains.","Junkers",1.00,100
"523","08/13/1939","16:35","Brazil","Pan American World Airways","Unknown Flight #","Miami - Rio de Janerio","Sikorsky S43 (flying boat)","NC16933",16.00,14.00,0.00,"The plane lost power from the left engine, yawed to the left, and started a descending turn in the same direction. The plane continued to lose altitude and turn at a sharper and steeper angle until it struck a caisson anchored at right angles to a small island in the harbor immediately adjacent to its landing approach path.   Loss of power from the left engine during the landing approach, necessitating an attempted landing under extremely hazardous conditions.","Sikorsky",0.88,88
"524","08/15/1939","Unknown time","Denmark","British Airways","Unknown Flight #","London - Hamburg - Copenhagen","Lockheed 10 Electra","G-ASEY",6.00,5.00,0.00,"Crashed into the sea after a fire aboard.","Lockheed",0.83,83
"525","08/28/1939","Unknown time","India","Indian National Airways","Unknown Flight #","Unknown Route","De Havilland D-84","VT-AEL",2.00,2.00,0.00,"No information on how the accident occured","De",1.00,100
"526","08/30/1939","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Berlin - Hanover - Cologne - London","Junkers JU-52/3m","D-AFOP",7.00,7.00,0.00,"The aircraft crashed while taking off from Hanover. Visibility was poor because of low fog covering the runway. The pilot was searching for the proper flight path when the plane veered towards a building while still 40 meters above the ground. The pilot tried to raise the plane while trying to turn left at the same time but lost control and crashed and the plane caught fire.The passengers were pilots of Lufthansa.","Junkers",1.00,100
"527","09/26/1939","Unknown time","North Sea","KLM Royal Dutch Airlines","Unknown Flight #","Stockholm - Amsterdam","Douglas DC-3","PH-ASM",27.55,1.00,0.00,"One Swedish passenger was killed when the plane was attacked by German fighters. The plane was able to land safely in Amsterdam.","Douglas",0.04,4
"528","11/20/1939","Unknown time","England","British Airways","Unknown Flight #","Unknown Route","Airspeed Oxford","G-AFFM",2.00,2.00,1.61,"No information on how the accident occured","Airspeed",1.00,100
"529","12/18/1939","Unknown time","South of Gibraltar","Iberia Airlines","Unknown Flight #","Alcante - Morocco","Junkers JU-52","M-CABA",10.00,10.00,0.00,"Shot down by British anti-aircraft fire. Crashed 6 miles south of Europa Point.","Junkers",1.00,100
"530","12/21/1939","Unknown time","Off Malta-Luqa","Imperial Airways","Unknown Flight #","Egypt - England","Lockheed 14 Super Electra","G-AFYU",11.00,5.00,0.00,"Crashed into the sea.","Lockheed",0.45,45
"531","12/24/1939","Unknown time","Morocco","Linee Aeree Italiane","Unknown Flight #","Rome - Rio de Janerio","Savoia-Marchetti SM83","I-ARPA",7.00,7.00,0.00,"Crashed in a storm while attempting to make a forced landing.","Savoia",1.00,100
"532","01/15/1940","Unknown time","Indonesia","KNILM","Unknown Flight #","Unknown Route","Lockheed 14 Super Electra","PK-AFO",9.00,8.00,0.00,"No information on how the accident occured","Lockheed",0.89,89
"533","03/01/1940","Unknown time","Gulf of Oman","Imperial Airways","Unknown Flight #","Jask to Sharjah","Handley Page HP-42","G-AAGX",8.00,8.00,0.00,"Crashed in the Persian Gulf while en route with out a trace. The aircraft was named 'Hannibal.'","Handley",1.00,100
"534","04/22/1940","Unknown time","Scotland","British Overseas Airways","Unknown Flight #","Perth, Scotland - London, England","Lockheed 14 Super Electra","G-AFKD",3.00,3.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"535","06/02/1940","Unknown time","California","Douglas Aircraft Company","Unknown Flight #","Test flight","Douglas DC-3","Unknown Registration",5.00,5.00,0.00,"Crashed and burned during a government test flight","Douglas",1.00,100
"536","06/14/1940","14:00","Estonia","Aero O-Y","Unknown Flight #","Tallinn, Estonia - Helsinki, Finland","Junkers JU-52/3mge","OH-ALL",9.00,9.00,0.00,"The plane was en route when it was shot down by two Soviet Tupolev SB-2 bombers. The aircraft  crashed 2-3 nm offshore of Prangli Island near Keri Lighthouse. The aircraft was named Kaleva.","Junkers",1.00,100
"537","06/20/1940","Unknown time","France","Air France","Unknown Flight #","Unknown Route","Dewoitine D-338","F-ARTD",1.00,1.00,0.00,"Inadvertently shot down by French anti-aircraft fire.","Dewoitine",1.00,100
"538","07/07/1940","Unknown time","Gulf of Tonkin","Air France","Unknown Flight #","Unknown Route","Dewoitine D-338","F-AQBA",27.55,20.07,1.61,"Shot down by a Japanese military fighter.","Dewoitine",0.73,73
"539","08/13/1940","10:15","Australia","Military - Royal Australian Air Force","Unknown Flight #","Melbourne - Canberra","Lockheed Hudson A16-97","Unknown Registration",10.00,10.00,0.00,"The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing. The aircraft momentarily disappeared behind one of the hills that surround the airport, then reappeared. There was the sound of engines being gunned, then the aircraft disappeared again. An explosion and sight  of a large plume of black smoke followed. All on board the Hudson were killed including several high ranking Australian military leaders. A witness later said the aircraft appeared to drop its left wing and then dip its nose steeply, classisymptoms of a stall, too close to the ground for recovery.","Lockheed",1.00,100
"540","08/23/1940","Unknown time","Romania","LARES","Unknown Flight #","Unknown Route","Douglas DC-3","YR-PAF",18.00,14.00,0.00,"Crashed into a mountainous area during a hail storm.","Douglas",0.78,78
"541","08/31/1940","14:41","Virginia","Pennsylvania Central Airlines","19","Washington D.C. - Detroit","Douglas DC-3","NC21789",25.00,25.00,0.00,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain.  Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear.  U.S. Senator Ernest Lundeen from Minnesota killed.","Douglas",1.00,100
"542","10/29/1940","Unknown time","China","China National Aviation Corporation","Unknown Flight #","Chungking - Kunming","Douglas DC-2","NC14297",14.00,9.00,0.00,"Shot down by Japanese military fighters. The plane ran into 5 Japanese fighters and made an emergency landing at a remote field only to be machine-gunned while trying to escape.","Douglas",0.64,64
"543","10/29/1940","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Douglas DC-3","D-AAIH",15.00,2.00,0.00,"Weather related.","Douglas",0.13,13
"544","11/04/1940","04:42","Utah","United Air Lines","16","Oakland - Salt Lake City","Douglas DC-3","NC16086",10.00,10.00,0.00,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration.","Douglas",1.00,100
"545","11/08/1940","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers JU-90","D-AVMF",29.00,29.00,0.00,"Icing.","Junkers",1.00,100
"546","11/09/1940","Unknown time","Brazil","Unknown Operator","Unknown Flight #","Rio de Janeiro - Sao Paulo","Unknown Type","Unknown Registration",18.00,18.00,0.00,"Midair collisioin with a private plane.","Unknown",1.00,100
"547","11/27/1940","Unknown time","Mediterranean Sea","Air France","Unknown Flight #","Unknown Route","Farman F-224","F-AROA",6.00,6.00,0.00,"Shot down by Italian aircraft.","Farman",1.00,100
"548","12/04/1940","17:48","Illinois","United Air Lines","21","New York City - Chicago","Douglas DC-3A","NC25678",16.00,10.00,0.00,"The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.","Douglas",0.62,62
"549","01/15/1941","Unknown time","Off South Africa","LATI","Unknown Flight #","Unknown Route","Savoia-Marchetti SM-75","I-BAYR",10.00,10.00,0.00,"No information on how the accident occured","Savoia",1.00,100
"550","01/18/1941","Unknown time","Hungary","Malert Airlines","Unknown Flight #","Unknown Route","Junkers JU-52/3m","HA-JUA",12.00,12.00,0.00,"No information on how the accident occured","Junkers",1.00,100
"551","01/20/1941","Unknown time","China","China National Aviation Corporation","Unknown Flight #","Unknown Route","Ford 5-AT Tri-Motor","Unknown Registration",6.00,5.00,0.00,"Crashed into mountains during a thunderstorm","Ford",0.83,83
"552","01/23/1941","04:13","Missouri","Trans Continental and Western Air","6","Kansas City, MO - New York","Douglas DC-3-3","NC17315",13.00,2.00,0.00,"Shortly after passing over the west boundary of the airport, the pilot started a left turn. While in the turn, the plane contracted trees 113 feet above the level of the airport.  Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control. The aircraft crashed to the ground at a point approximately one-fourth of a mile southwest of the airport boundary. The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude.","Douglas",0.15,15
"553","02/06/1941","02:00","Canada","Trans Canada Air Lines","Unknown Flight #","Unknown Route","Lockheed 14-H2 Super Electra","CF-TCP",12.00,12.00,0.00,"The plane crashed after the right wing struck a tree as the pilot was attempting to land. Struck several other trees and landed inverted in a swamp.","Lockheed",1.00,100
"554","02/26/1941","11:50","Georgia","Eastern Air Lines","21","New York City -  Washington D.C. - Atlanta - Brownsville","Douglas DC-3","NC28394",16.00,9.00,0.00,"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash.","Douglas",0.56,56
"555","03/01/1941","Unknown time","Norway","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers JU-52/3m","D-AQUB",12.00,3.00,0.00,"The seaplane crashed while attemping to land.","Junkers",0.25,25
"556","03/28/1941","Unknown time","South Africa","South African Airways","Unknown Flight #","Unknown Route","Lockheed 18 Lodestar","ZS-AST",10.00,10.00,0.00,"Crashed into a mountain.","Lockheed",1.00,100
"557","06/19/1941","Unknown time","Romania","LARES","Unknown Flight #","Bucharest , Romania- Sofia, Bulgaria","Douglas DC-3","YR-PIF",15.00,15.00,0.00,"Crashed during takeoff.","Douglas",1.00,100
"558","06/21/1941","Unknown time","Sea of Japan","Manchurian Air Lines","Unknown Flight #","Unknown Route","Mitsubishi MC-20","M-604",18.00,18.00,0.00,"No information on how the accident occured","Mitsubishi",1.00,100
"559","08/10/1941","20:35","Scotland","Military -Royal Air Force","Unknown Flight #","Unknown Route","Consolidated LB-30A Liberator","AM261",22.00,22.00,0.00,"Crashed into a mountain ridge in rain, low visibility and overcast conditions. Navigational error.","Consolidated",1.00,100
"560","08/14/1941","20:40","Scotland","Military - Royal Air Force","Unknown Flight #","Unknown Route","Consolidated LB-30A Liberator","AM260",22.00,22.00,0.00,"Crashed and burned on takeoff at Heathfield airfield, after veered off the runway and striking a small building and then an embankment.","Consolidated",1.00,100
"561","08/18/1941","Unknown time","Brazil","Panair do Brasil","Unknown Flight #","Porto Alegre - Rio de Janera","Lockheed 18 LodeStar","PP-PBD",12.00,8.00,0.00,"Crashed in a mountain range while enroute.","Lockheed",0.67,67
"562","09/01/1941","Unknown time","France","Air France","Unknown Flight #","Unknown Route","Bloch 220","F-AQNL",17.00,13.00,0.00,"The aircraft crashed into lake Bolomon after engine failure during takeoff.","Bloch",0.76,76
"563","09/01/1941","Unknown time","Scotland","British Overseas Airways","Unknown Flight #","Unknown Route","Consolidated 32-2 Liberator I","AM-915",10.00,10.00,0.00,"Crashed into a hillside.","Consolidated",1.00,100
"564","10/03/1941","17:48","Puerto Rico","Pan American World Airways","203","Miami - Buenos Aires","Sikorsky S-42B (flying boat)","NC15376",15.00,2.00,0.00,"Following the approach, the aircraft contacted the water in an unduly nose-low attitude while moving sideways relative to the water.  Almost immediately after first contact with the water, the aircraft swerved violently to the right and broke into several major sections. The failure of the captain to exercise requisite caution and skill in landing. A contributing factor was the smooth surface of the water, which rendered difficult, the captain's depth perception as well as the exact determination of any lateral movement of the aircraft.","Sikorsky",0.13,13
"565","10/28/1941","Unknown time","Unknown Location","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers JU-53/3m","D-AUXZ",13.00,13.00,0.00,"No information on how the accident occured","Junkers",1.00,100
"566","10/30/1941","02:04","Minnesota","Northwest Orient Airlines","5","Minneapolis - Fargo","Douglas DC-3","NC21712",15.00,14.00,0.00,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate.","Douglas",0.93,93
"567","10/30/1941","22:10","Canada","American Airlines","1","New York - Buffalo - Chicago - Detroit","Douglas DC-3","NC25663",20.00,20.00,0.00,"The aircraft, on a flight from New York to Chicago, circled a wooded area 3 or 4 times looking for a landing spot before stalling and diving into a plowed field. Cause unknown.","Douglas",1.00,100
"568","12/11/1941","Unknown time","Florida","Pan American Airways","Unknown Flight #","Unknown Route","Unknown Type","NC21V",3.00,3.00,0.00,"No information on how the accident occured","Unknown",1.00,100
"569","01/16/1942","19:23","Nevada","Trans Continental and Western Air","3","Las Vegas - Los Angeles","Douglas DC-3","NC1946",22.00,22.00,0.00,"The aircraft crashed into Mt. Potosi (Double Up Peak, Table Spring Mountain, Olcott Mountain), 32 miles SW of Las Vegas, NV, 15 minutes after taking off from the Western Airlines terminal building at Las Vegas. The aircraft clipped a rocky ledge, cartwheeled into the face of a cliff and exploded, scattering wreckage at the bottom of a ravine. Actress Carole Lombard, 33, her mother, and press agent  were killed in the crash. Her mother did not want to fly and a coin was tossed to see whether the trip would be made by train or plane. The actress was returning from a war-bond promotion.  The flight was 6.7 miles off course for unknown reasons.  Failure of the captain to follow a proper course and make use of navigation facilities available to him. A contributing factor was the blackout of beacons in the area made necessary because of the war emergency.","Douglas",1.00,100
"570","01/20/1942","Unknown time","Indonesia","Military - Royal Australian Air Force","Unknown Flight #","Unknown Route","Lockheed Hudson","A16-79",11.00,11.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"571","01/24/1942","Unknown time","Borneo","KNILM","Unknown Flight #","Unknown Route","Douglas DC-3","PK-AFW",27.55,20.07,1.61,"Shot down by Japanese military aircraft.","Douglas",0.73,73
"572","01/26/1942","Unknown time","Timor","KNILM","Unknown Flight #","Unknown Route","Grumman G-21 Goose","PK-AFS",27.55,20.07,1.61,"Shot down by Japanese military aircraft.","Grumman",0.73,73
"573","01/30/1942","Unknown time","Timor","Qantas","Unknown Flight #","Unknown Route","Short S-23 (flying boat)","G-AEUH",18.00,13.00,0.00,"Shot down by Japanese military aircraft. Owned by British Overseas Airways.","Short",0.72,72
"574","02/14/1942","Unknown time","Unknown Location","China National Aviation Corporation","Unknown Flight #","Unknown Route","Douglas DC-2","45",27.55,20.07,1.61,"No information on how the accident occured","Douglas",0.73,73
"575","02/15/1942","Unknown time","England","British Overseas Airways","Unknown Flight #","Unknown Route","Consolidated Liberator","G-AGDR",9.00,9.00,0.00,"Shot down in error.","Consolidated",1.00,100
"576","02/20/1942","Unknown time","Australia","Qantas","Unknown Flight #","Unknown Route","deHavilland DH-86","VH-USE",9.00,9.00,0.00,"Crashed shortly after takeoff after losing control in low clouds.","deHavilland",1.00,100
"577","02/28/1942","Unknown time","Indian Ocean","British Overseas Airways","Unknown Flight #","Unknown Route","Short S-23 (flying boat)","G-AETZ",20.00,20.00,0.00,"Shot down by Japanese military aircraft.","Short",1.00,100
"578","03/03/1942","Unknown time","Australia","Military - U.S. Army Air Force","Unknown Flight #","Unknown Route","Consolidated B-24 Liberator","40-2370",33.00,19.00,0.00,"No information on how the accident occured","Consolidated",0.58,58
"579","03/03/1942","Unknown time","Australia","KNILM","Unknown Flight #","Unknown Route","Douglas DC-3","PK-AFV",12.00,8.00,0.00,"Shot down by Japanese military aircraft.","Douglas",0.67,67
"580","08/27/1943","Unknown time","North Sea","Aktiebolaget Aerotransport","Unknown Flight #","Unknown Route","Douglas DC-3","SE-BAF",7.00,7.00,0.00,"Shot down by German military aircraft.","Douglas",1.00,100
"581","03/14/1942","22:15","China","China National Aviation Corporation","Unknown Flight #","Unknown Route","Douglas DC-2-221","31",17.00,13.00,0.00,"Crashed 2 km from the Kunming Airdome shortly after takeoff.  Possible causes include engine failure,  overloading, sabotage and temporary blinding by a bright light.","Douglas",0.76,76
"582","04/21/1942","21:27","Australia","Guinea Airways Limited","Unknown Flight #","Brisbane - Bachelor Field","Lockheed 14 Electra","VH-ADY",12.00,12.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"583","05/01/1942","23:00","Utah","United Air Lines","4","San Francisco - New York City","Douglas DST-A-207A","NC18146",17.00,17.00,0.00,"After taking off from Salt Lake, the aircraft proceeded in the wrong direction and crashed into the side of a hill 3.8 miles northeast of the Salt Lake City Airport. The point of impact was at an elevation of 5,053 feet above sea level and about 830 feet above the airport. A deviation from the proper course, for reasons undetermined.","Douglas",1.00,100
"584","05/12/1942","11:51","Montana","Northwest Orient Airlines","1","Chicago - Seattle","Douglas DC-3-A-269","NC 21714",14.00,3.00,0.00,"The plane hit an obstruction at the end of the runway, overran the runway boundry and crashed. The failure of the captain to complete the landing run in time to avoid the obstruction at the end of the runway, for reasons undetermined, and his action in attempting to take off after striking the obstruction.","Douglas",0.21,21
"585","07/01/1942","12:00","West Virginia","Military - U.S. Army Air Forces","Unknown Flight #","Battle Creek - Florence, SC","Douglas C-49E","42-56093",21.00,21.00,0.00,"Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground.  Icing, possible overloading.","Douglas",1.00,100
"586","07/07/1942","Unknown time","Australia","Military - Royal Australian Air Force","Unknown Flight #","Unknown Route","Lockheed Hudson","A16-198",10.00,10.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"587","07/20/1942","Unknown time","England","Military - Royal Air Force","Unknown Flight #","Unknown Route","Lockheed Hudson","N7253",13.00,13.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"588","08/13/1942","Unknown time","Algeria","Air France","Unknown Flight #","Unknown Route","Liore et Olivier H-246 Air Boat","F-AREJ",27.55,4.00,0.00,"Attacked by Royal Air Force fighters.  Crashed in the water while attempting to land.","Liore",0.15,15
"589","08/21/1942","Unknown time","Unknown Location","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Siebel Si-204","Unknown Registration",4.00,4.00,0.00,"Lufthansa chairman, Von Gablenz killed.","Siebel",1.00,100
"590","08/22/1942","Unknown time","Trinidad","KLM Royal Dutch Airlines","Unknown Flight #","Unknown Route","Lockheed 14 Electra","PH-AIP",13.00,13.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
